target,feature_set,model,evaluation,replicate,bootstrap_sample_n,bootstrap_event_n,protocol,nominal_fraction,from_scenario,to_scenario,from_selected_n,to_selected_n,delta_selected_n,from_true_positive_n,to_true_positive_n,delta_true_positive_n,from_population_event_capture,to_population_event_capture,delta_population_event_capture
target_preterm,landmark_strict,lightgbm,temporal_test_2023,4,3480382,303586,fixed_calibration_threshold,0.1,early_entry,any_prenatal_care,240212,331980,91768,41504,54711,13207,0.13671249662369148,0.18021582022886432,0.04350332360517284
target_preterm,landmark_strict,lightgbm,temporal_test_2023,4,3480382,303586,fixed_calibration_threshold,0.1,any_prenatal_care,all_record_upper_bound,331980,362521,30541,54711,62661,7950,0.18021582022886432,0.20640279854802263,0.02618697831915831
target_preterm,landmark_strict,lightgbm,temporal_test_2023,4,3480382,303586,fixed_calibration_threshold,0.1,early_entry,all_record_upper_bound,240212,362521,122309,41504,62661,21157,0.13671249662369148,0.20640279854802263,0.06969030192433115
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,cohort_specific_top_fraction,0.05,early_entry,any_prenatal_care,130087,166982,36895,26690,33809,7119,0.08826671164333502,0.11181001326150294,0.023543301618167922
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,cohort_specific_top_fraction,0.05,any_prenatal_care,all_record_upper_bound,166982,174019,7037,33809,36872,3063,0.11181001326150294,0.12193968496489505,0.010129671703392101
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,cohort_specific_top_fraction,0.05,early_entry,all_record_upper_bound,130087,174019,43932,26690,36872,10182,0.08826671164333502,0.12193968496489505,0.033672973321560024
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,cohort_specific_top_fraction,0.1,early_entry,any_prenatal_care,260175,333963,73788,42860,54015,11155,0.14174264747221202,0.1786334368458127,0.036890789373600685
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,cohort_specific_top_fraction,0.1,any_prenatal_care,all_record_upper_bound,333963,348038,14075,54015,60081,6066,0.1786334368458127,0.19869435377456768,0.020060916928754974
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,cohort_specific_top_fraction,0.1,early_entry,all_record_upper_bound,260175,348038,87863,42860,60081,17221,0.14174264747221202,0.19869435377456768,0.05695170630235566
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,fixed_absolute_budget,0.05,early_entry,any_prenatal_care,174019,174019,0,32478,34842,2364,0.10740825255722124,0.11522625579157282,0.007818003234351584
target_preterm,landmark_strict,lightgbm,temporal_test_2023,5,3480382,302379,fixed_absolute_budget,0.05,any_prenatal_care,all_record_upper_bound,174019,174019,0,34842,36872,2030,0.11522625579157282,0.12193968496489505,0.0067134291733222246
