target,feature_set,model,evaluation,probability_type,bin,bin_n,event_n,mean_predicted_probability,observed_event_rate,absolute_gap,minimum_probability,maximum_probability,population,scenario
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,calibrated,7,17765,1113,0.0649289346515778,0.06265128060793695,0.002277654043640845,0.06338120470314841,0.06648300107436612,singleton_primary,full_cohort
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,calibrated,8,17766,1166,0.068004412412678,0.06563098052459755,0.0023734318880804517,0.06648300107436612,0.06957292955221742,singleton_primary,full_cohort
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,calibrated,9,17766,1310,0.07116539208120785,0.07373635033209501,0.0025709582508871565,0.06957322070190479,0.07277963796154888,singleton_primary,full_cohort
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,calibrated,10,17766,1319,0.07443281651703855,0.0742429359450636,0.000189880571974943,0.072779796691849,0.07612144708188967,singleton_primary,full_cohort
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,calibrated,11,17765,1360,0.07785303658089382,0.07655502392344497,0.0012980126574488465,0.07612148695376926,0.07963476227143511,singleton_primary,full_cohort
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,calibrated,12,17766,1451,0.08156989166705182,0.08167285826860295,0.00010296660155112436,0.07963514847605378,0.08354894843564586,singleton_primary,full_cohort
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,calibrated,13,17766,1587,0.08567715093360102,0.08932792975346167,0.003650778819860645,0.08354940831268223,0.08794398937558455,singleton_primary,full_cohort
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,calibrated,14,17765,1613,0.09043134921137962,0.09079650999155643,0.0003651607801768153,0.08794404280723149,0.09310329349584169,singleton_primary,full_cohort
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,calibrated,15,17766,1702,0.09609380899454466,0.09580096814139367,0.00029284085315098296,0.09310344705382707,0.09930282751036763,singleton_primary,full_cohort
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,calibrated,16,17766,1797,0.1029907445452775,0.10114826072272881,0.0018424838225486878,0.09930351572148317,0.10701411933230703,singleton_primary,full_cohort
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,calibrated,17,17765,1999,0.11199382583344646,0.11252462707571066,0.0005308012422642061,0.10701486399608973,0.11763917207254428,singleton_primary,full_cohort
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,calibrated,18,17766,2218,0.12510966914497854,0.12484520995159293,0.00026445919338560775,0.11763922772790014,0.1339027139098229,singleton_primary,full_cohort
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,calibrated,19,17766,2615,0.14790357299590043,0.1471912642125408,0.000712308783359622,0.13390398993000238,0.16634840439044482,singleton_primary,full_cohort
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,calibrated,20,17766,3926,0.22514044355479532,0.22098390183496566,0.004156541719829654,0.1663491361758039,0.6613882023283748,singleton_primary,full_cohort
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,1,13383,467,0.03897804396833664,0.03489501606515729,0.004083027903179347,0.02641141846722546,0.042350692188855926,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,2,13384,613,0.04499371213771569,0.04580095636580992,0.0008072442280942296,0.04235092066756881,0.04743818779166185,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,3,13384,669,0.049754604877824446,0.04998505678421997,0.0002304519063955207,0.047438983406099505,0.05190878870045111,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,4,13384,765,0.053736392028905615,0.05715780035863718,0.0034214083297315623,0.05190959252451364,0.05555712297840574,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,5,13384,725,0.05726594926675924,0.054169157202630006,0.0030967920641292376,0.05555712297840574,0.05893540314433666,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,6,13384,741,0.060421389657569546,0.05536461446503287,0.005056775192536674,0.05893561939822423,0.06196764992638566,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,7,13383,826,0.06353807179286917,0.06172009265486064,0.0018179791380085325,0.06196764992638566,0.0650562019526915,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,8,13384,846,0.06656244688337387,0.06320980274955171,0.0033526441338221635,0.0650562019526915,0.0680464867048115,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,9,13384,914,0.06956517294452053,0.0682904961147639,0.0012746768297566269,0.06804686840488126,0.07111026520823058,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,10,13384,1020,0.072704645462743,0.07621040047818291,0.0035057550154399125,0.0711104554599453,0.07432562394064467,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,11,13384,928,0.07599436447048406,0.06933652121936641,0.006657843251117651,0.0743256949911654,0.07769695895607993,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,12,13384,1055,0.07951534963127364,0.07882546323968918,0.00068988639158446,0.07769695895607993,0.08141887478944161,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,13,13384,1144,0.08342409434454917,0.08547519426180514,0.0020510999172559663,0.08141887777069612,0.08555655585960563,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,14,13383,1178,0.08791458723375188,0.08802211761189568,0.00010753037814380251,0.08555655585960563,0.09042872415097783,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,15,13384,1233,0.09325561047377223,0.0921249252839211,0.0011306851898511272,0.09042872415097783,0.09629537308999228,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,16,13384,1306,0.09978108360172813,0.09757919904363418,0.0022018845580939472,0.0962956282236697,0.10350995814806738,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,17,13384,1413,0.10816245575002369,0.10557381948595337,0.0025886362640703126,0.10351014365594109,0.11341472848346074,singleton_primary,early_entry
target_preterm,booking_strict,lightgbm,calibration_evaluation_2022,raw,18,13384,1560,0.120415109426947,0.11655708308427974,0.003858026342667256,0.11341479565835155,0.1286820725251504,singleton_primary,early_entry
