year,target,nominal_fraction,replicate,full_event_n,B_early,B_all,C00_tp,C01_tp,C10_tp,C11_tp,availability_main_at_early_budget,capacity_main_in_early_cohort,interaction,ordered_capacity_within_early_cohort,ordered_availability_at_all_budget,availability_at_early_budget,capacity_in_all_cohort,shapley_availability,shapley_capacity,total_topq_contrast,identity_factorial_error,identity_shapley_error,interaction_via_availability_error,interaction_via_capacity_error
2024,target_preterm,0.05,292,306912,130149,175639,27441,33895,30438,38078,0.009765014075695966,0.02102882911062455,0.003864299864456258,0.02102882911062455,0.013629313940152224,0.009765014075695966,0.024893128975080808,0.011697164007924095,0.02296097904285268,0.034658143050776774,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,292,306912,260299,351278,44513,54947,50432,62349,0.01928565842977792,0.03399671567094151,0.004832003962047748,0.03399671567094151,0.024117662391825667,0.01928565842977792,0.038828719632989256,0.021701660410801793,0.03641271765196538,0.058114378062767175,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,293,307833,130149,175639,27611,34095,30634,38324,0.009820259686258465,0.021063368774627805,0.003917708627729957,0.021063368774627805,0.013737968313988422,0.009820259686258465,0.024981077402357763,0.011779114000123443,0.023022223088492784,0.03480133708861623,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,293,307833,260299,351278,44540,55030,50848,62666,0.020491630202090105,0.034076918329094014,0.004314027410966342,0.034076918329094014,0.024805657613056448,0.020491630202090105,0.038390945740060356,0.022648643907573277,0.036233932034577185,0.05888257594215046,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,294,307935,130149,175639,27851,34313,30792,38475,0.009550716872067155,0.02098494812216864,0.003965122509620542,0.02098494812216864,0.013515839381687697,0.009550716872067155,0.02495007063178918,0.011533278126877426,0.02296750937697891,0.03450078750385634,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,294,307935,260299,351278,44927,55464,51057,62779,0.01990679851267313,0.0342182603471512,0.0038482147206390926,0.0342182603471512,0.023755013233312222,0.01990679851267313,0.03806647506779029,0.021830905872992676,0.03614236770747074,0.05797327358046342,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,295,308017,130149,175639,27677,34019,30647,38226,0.009642324936610644,0.020589772642419096,0.004016012103228064,0.020589772642419096,0.013658337039838708,0.009642324936610644,0.02460578474564716,0.011650330988224676,0.02259777869403313,0.034248109682257805,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,295,308017,260299,351278,44639,55157,50650,62789,0.019515156630965175,0.03414746588662315,0.005262696539476697,0.03414746588662315,0.02477785317044187,0.019515156630965175,0.03941016242609985,0.022146504900703523,0.0367788141563615,0.05892531905706502,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,296,307903,130149,175639,27842,34275,30732,38360,0.009386072886590907,0.020892943556899413,0.0038810924219640636,0.020892943556899413,0.01326716530855497,0.009386072886590907,0.024774035978863476,0.011326619097572939,0.022833489767881444,0.03416010886545438,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,296,307903,260299,351278,44824,55238,50780,62591,0.019343754364199134,0.03382234015258054,0.0045371431911997995,0.03382234015258054,0.023880897555398933,0.019343754364199134,0.03835948334378034,0.021612325959799034,0.03609091174818044,0.05770323770797947,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,297,307455,130149,175639,27774,34271,30609,38443,0.009220861589500903,0.021131547706168388,0.004348603860727579,0.021131547706168388,0.013569465450228482,0.009220861589500903,0.025480151566895967,0.011395163519864693,0.023305849636532178,0.03470101315639687,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,297,307455,260299,351278,44793,55301,51018,62814,0.020246865394935837,0.03417735928835114,0.0041892309443658515,0.03417735928835114,0.02443609633930169,0.020246865394935837,0.03836659023271699,0.022341480867118763,0.036271974760534065,0.05861345562765283,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,298,308106,130149,175639,27715,34195,30728,38356,0.00977910199736455,0.02103172284863003,0.003725990405899257,0.02103172284863003,0.013505092403263808,0.00977910199736455,0.024757713254529287,0.011642097200314179,0.02289471805157966,0.03453681525189384,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,298,308106,260299,351278,44770,55255,50773,62712,0.01948355436116142,0.03403049599813052,0.004719155095973482,0.03403049599813052,0.024202709457134902,0.01948355436116142,0.038749651094104,0.02184313190914816,0.03639007354611726,0.05823320545526542,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,299,307526,130149,175639,27533,34063,30494,38190,0.009628454179484006,0.02123397696454933,0.0037915493324141847,0.02123397696454933,0.01342000351189819,0.009628454179484006,0.025025526296963516,0.011524228845691098,0.023129751630756423,0.03465398047644752,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,299,307526,260299,351278,44496,54839,50737,62465,0.020294219025383198,0.03363292859790715,0.004503684241332462,0.03363292859790715,0.02479790326671566,0.020294219025383198,0.03813661283923961,0.02254606114604943,0.03588477071857338,0.058430831864622806,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,300,307778,130149,175639,27986,34505,30846,38625,0.009292412063240385,0.021180851132959477,0.004093859860028984,0.021180851132959477,0.013386271923269369,0.009292412063240385,0.02527471099298846,0.011339341993254877,0.02322778106297397,0.034567123056228846,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,300,307778,260299,351278,44896,55258,51235,62870,0.020596014010098196,0.03366712370604785,0.004136098096680085,0.03366712370604785,0.02473211210677828,0.020596014010098196,0.03780322180272794,0.02266406305843824,0.035735172754387895,0.058399235812826134,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,301,308423,130149,175639,27725,34295,30616,38320,0.009373490303900806,0.02130191328143491,0.0036767685937819233,0.02130191328143491,0.013050258897682729,0.009373490303900806,0.024978681875216832,0.011211874600791767,0.02314029757832587,0.03435217217911764,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,301,308423,260299,351278,44954,55372,51021,63098,0.019671036206767994,0.03377828501765434,0.005378976276088326,0.03377828501765434,0.02505001248285632,0.019671036206767994,0.03915726129374267,0.022360524344812158,0.036467773155698505,0.05882829750051066,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,302,307215,130149,175639,27786,34262,30820,38429,0.00987581986556646,0.021079699884445746,0.003687970964959403,0.021079699884445746,0.013563790830525863,0.00987581986556646,0.02476767084940515,0.011719805348046161,0.022923685366925448,0.03464349071497161,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,302,307215,260299,351278,44888,55229,50986,62903,0.01984929121299414,0.033660465797568456,0.005129957847110345,0.033660465797568456,0.024979249060104486,0.01984929121299414,0.0387904236446788,0.022414270136549314,0.03622544472112363,0.05863971485767294,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,303,307555,130149,175639,27694,34288,30534,38200,0.009234120726374154,0.02144006763017997,0.0034855554291102347,0.02144006763017997,0.012719676155484388,0.009234120726374154,0.024925623059290206,0.010976898440929271,0.023182845344735088,0.03415974378566436,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,303,307555,260299,351278,44691,54933,50801,62680,0.01986636536554437,0.033301360732226754,0.0053226252215050895,0.033301360732226754,0.02518899058704946,0.01986636536554437,0.03862398595373184,0.022527677976296914,0.0359626733429793,0.05849035131927621,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,304,308526,130149,175639,27814,34264,30938,38470,0.010125564782222568,0.02090585558429435,0.0035069977894893883,0.02090585558429435,0.013632562571711956,0.010125564782222568,0.02441285337378374,0.011879063676967262,0.022659354479039044,0.034538418156006306,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,304,308526,260299,351278,44797,55308,51033,62866,0.020212234949404606,0.034068441557599694,0.004284890090300308,0.034068441557599694,0.024497125039704915,0.020212234949404606,0.0383533316479,0.02235467999455476,0.03621088660274985,0.05856556659730461,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,305,307535,130149,175639,27556,34023,30661,38311,0.010096411790527907,0.021028500821044765,0.0038467166338790743,0.021028500821044765,0.01394312842440698,0.010096411790527907,0.02487521745492384,0.012019770107467444,0.022951859137984303,0.034971629245451746,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,305,307535,260299,351278,44468,54675,50727,62613,0.020352155039263825,0.03318971824345196,0.005459541190433598,0.03318971824345196,0.025811696229697423,0.020352155039263825,0.03864925943388556,0.023081925634480624,0.03591948883866876,0.05900141447314938,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,306,306259,130149,175639,27822,34229,30752,38562,0.0095670657841892,0.020920201528771387,0.004581089861848978,0.020920201528771387,0.014148155646038177,0.0095670657841892,0.025501291390620365,0.011857610715113688,0.023210746459695876,0.035068357174809564,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,306,306259,260299,351278,44725,55031,50997,63000,0.020479398156462325,0.03365125596309004,0.0055410616504331656,0.03365125596309004,0.02602045980689549,0.020479398156462325,0.03919231761352321,0.023249928981678908,0.036421786788306626,0.059671715769985534,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,307,308056,130149,175639,27579,34040,30667,38222,0.010024151452982577,0.020973459371023448,0.0035513023606097566,0.020973459371023448,0.013575453813592334,0.010024151452982577,0.024524761731633204,0.011799802633287455,0.022749110551328326,0.03454891318461578,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,307,308056,260299,351278,44485,54827,50673,62452,0.020087256862388658,0.0335718181109928,0.004664736281715015,0.0335718181109928,0.024751993144103673,0.020087256862388658,0.03823655439270782,0.022419625003246166,0.03590418625185031,0.058323811255096475,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,308,307188,130149,175639,27567,33943,30565,38248,0.009759495813638552,0.020756019115330024,0.004254723491803072,0.020756019115330024,0.014014219305441625,0.009759495813638552,0.025010742607133096,0.011886857559540089,0.02288338086123156,0.03477023842077165,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,308,307188,260299,351278,44371,54867,50777,62486,0.020853679180176332,0.034168001354219574,0.003948721955284701,0.034168001354219574,0.024802401135461033,0.020853679180176332,0.038116723309504275,0.022828040157818683,0.036142362331861924,0.05897040248968061,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,309,307420,130149,175639,27644,34054,30670,38300,0.009843211241949132,0.020850953093487737,0.003968512133237914,0.020850953093487737,0.013811723375187046,0.009843211241949132,0.02481946522672565,0.011827467308568089,0.022835209160106694,0.03466267646867478,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,309,307420,260299,351278,44469,54703,50873,62778,0.02083143582070132,0.03328996161603018,0.005435560471016843,0.03328996161603018,0.026266996291718164,0.02083143582070132,0.03872552208704702,0.023549216056209743,0.0360077418515386,0.05955695790774834,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,310,308013,130149,175639,27663,34140,30630,38311,0.009632710307681827,0.021028333219701767,0.003908925921957837,0.021028333219701767,0.013541636229639664,0.009632710307681827,0.024937259141659604,0.011587173268660746,0.022982796180680685,0.03456996944934143,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,310,308013,260299,351278,44804,55204,50868,62830,0.019687480723216216,0.033764808628207243,0.005071214526659595,0.033764808628207243,0.02475869524987581,0.019687480723216216,0.03883602315486684,0.022223087986546014,0.03630041589153704,0.058523503878083055,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,311,307480,130149,175639,27790,34188,30630,38253,0.009236373097437231,0.020807857421620918,0.003983998959281906,0.020807857421620918,0.013220372056719137,0.009236373097437231,0.024791856380902824,0.011228372577078184,0.02279985690126187,0.034028229478340055,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,311,307480,260299,351278,44716,55191,50711,62539,0.019497203070118402,0.03406725640692079,0.004400286197476233,0.03406725640692079,0.023897489267594635,0.019497203070118402,0.038467542604397026,0.02169734616885652,0.03626739950565891,0.05796474567451543,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,312,307243,130149,175639,27776,34199,30781,38310,0.00978053202188496,0.02090527693063797,0.0035997565444940843,0.02090527693063797,0.013380288566379045,0.00978053202188496,0.024505033475132054,0.011580410294132003,0.022705155202885012,0.034285565497017015,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,312,307243,260299,351278,44831,55100,50657,62582,0.0189621895372718,0.033423056017549635,0.005389870558483029,0.033423056017549635,0.02435206009575483,0.0189621895372718,0.038812926576032664,0.021657124816513315,0.03611799129679115,0.057775116113304464,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,313,307456,130149,175639,27447,33831,30399,37956,0.009601373855120734,0.020763946711074108,0.0038151800582847534,0.020763946711074108,0.013416553913405488,0.009601373855120734,0.02457912676935886,0.011508963884263111,0.022671536740216484,0.034180500624479596,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,313,307456,260299,351278,44365,54670,50533,62372,0.0200614071606994,0.03351699104912573,0.004989331806827646,0.03351699104912573,0.025050738967527048,0.0200614071606994,0.03850632285595337,0.022556073064113225,0.03601165695253955,0.058567730016652775,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,314,306543,130149,175639,27863,34296,30868,38524,0.009802866155808485,0.02098563659910682,0.003989652348936362,0.02098563659910682,0.013792518504744847,0.009802866155808485,0.024975288948043184,0.011797692330276666,0.022980462773575003,0.03477815510385167,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,314,306543,260299,351278,44703,55074,50974,62725,0.020457162616663888,0.033832121431577294,0.00450181540599523,0.033832121431577294,0.024958978022659117,0.020457162616663888,0.038333936837572524,0.022708070319661502,0.03608302913457491,0.05879109945423641,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,315,307751,130149,175639,27327,33773,30408,37963,0.010011340336830751,0.02094550464498897,0.0036035626204301563,0.02094550464498897,0.013614902957260908,0.010011340336830751,0.024549067265419125,0.01181312164704583,0.022747285955204047,0.034560407602249876,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,315,307751,260299,351278,44103,54564,50441,62065,0.020594571585470067,0.03399176607062204,0.0037790291501896,0.03399176607062204,0.024373600735659667,0.020594571585470067,0.03777079522081164,0.022484086160564867,0.03588128064571684,0.05836536680628171,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,316,307640,130149,175639,27703,34214,30655,38316,0.009595631257313747,0.02116434793914966,0.003738135483032118,0.02116434793914966,0.013333766740345865,0.009595631257313747,0.02490248342218178,0.011464698998829806,0.02303341568066572,0.034498114679495526,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,316,307640,260299,351278,44619,54841,50744,62651,0.019909634637888446,0.0332271486152646,0.005477181120790514,0.0332271486152646,0.02538681575867896,0.019909634637888446,0.038704329736055115,0.022648225198283703,0.03596573917565986,0.05861396437394356,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,317,307446,130149,175639,27583,34034,30644,38226,0.00995621995407324,0.02098254652849607,0.0036786947951835403,0.02098254652849607,0.01363491474925678,0.00995621995407324,0.02466124132367961,0.01179556735166501,0.02282189392608784,0.03461746127775285,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,317,307446,260299,351278,44394,54838,50831,62546,0.020937010076566287,0.03397019313960825,0.004134059314481242,0.03397019313960825,0.02507106939104753,0.020937010076566287,0.03810425245408949,0.023004039733806908,0.03603722279684887,0.05904126253065578,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,318,307174,130149,175639,27931,34354,31032,38722,0.010095255457818683,0.020909972849264574,0.004124698053871764,0.020909972849264574,0.014219953511690447,0.010095255457818683,0.02503467090313634,0.012157604484754565,0.022972321876200456,0.03512992636095502,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,318,307174,260299,351278,44781,55034,51233,63040,0.02100438188127901,0.03337847604289426,0.005059021922428325,0.03337847604289426,0.026063403803707336,0.02100438188127901,0.03843749796532259,0.023533892842493173,0.035907987004108424,0.0594418798466016,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,319,307541,130149,175639,27566,33971,30495,38157,0.00952393339424662,0.02082649142715931,0.004087259910060773,0.02082649142715931,0.013611193304307392,0.00952393339424662,0.024913751337220083,0.011567563349277006,0.022870121382189697,0.0344376847314667,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,319,307541,260299,351278,44578,55067,50552,62456,0.019425052269453513,0.03410602163613957,0.004601012547920419,0.03410602163613957,0.024026064817373932,0.019425052269453513,0.03870703418405999,0.021725558543413723,0.03640652791009978,0.058132086453513504,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,320,307889,130149,175639,27585,34058,30620,38287,0.009857448625965853,0.021023810529119266,0.00387802097509167,0.021023810529119266,0.013735469601057523,0.009857448625965853,0.024901831504210936,0.011796459113511688,0.0229628210166651,0.03475928013017679,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,320,307889,260299,351278,44576,54964,50814,62548,0.020260548444406917,0.033739432068050496,0.004371705387331143,0.033739432068050496,0.02463225383173806,0.020260548444406917,0.03811113745538164,0.02244640113807249,0.03592528476171607,0.058371685899788556,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,321,307060,130149,175639,27285,33746,30281,37926,0.009757050739269205,0.021041490262489415,0.0038559239236631293,0.021041490262489415,0.013612974662932334,0.009757050739269205,0.024897414186152544,0.01168501270110077,0.02296945222432098,0.03465446492542175,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,321,307060,260299,351278,44324,54740,50373,62154,0.01969973295121477,0.03392170911222564,0.004445385266723084,0.03392170911222564,0.024145118217937855,0.01969973295121477,0.038367094378948724,0.021922425584576313,0.03614440174558718,0.058066827330163495,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,322,306801,130149,175639,27562,34057,30547,38149,0.009729433737178175,0.021170074413056017,0.0036082020593153213,0.021170074413056017,0.013337635796493497,0.009729433737178175,0.02477827647237134,0.011533534766835836,0.022974175442713678,0.034507710209549514,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,322,306801,260299,351278,44605,55000,50707,62478,0.019889113790372254,0.033881897386253634,0.004484991900287172,0.033881897386253634,0.024374105690659426,0.019889113790372254,0.038366889286540806,0.02213160974051584,0.03612439333639722,0.05825600307691306,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,323,306447,130149,175639,27434,33877,30344,37991,0.009495932412456318,0.02102484279500208,0.003928901245566108,0.02102484279500208,0.013424833658022425,0.009495932412456318,0.024953744040568188,0.011460383035239372,0.022989293417785134,0.034449676453024505,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,323,306447,260299,351278,44316,54757,50387,62192,0.019810929785574666,0.03407114443933207,0.004451014367900491,0.03407114443933207,0.024261944153475157,0.019810929785574666,0.03852215880723256,0.02203643696952491,0.036296651623282314,0.058333088592807225,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,324,307849,130149,175639,27763,34355,30765,38462,0.009751534031294556,0.02141309538117714,0.0035894220868022964,0.02141309538117714,0.013340956118096853,0.009751534031294556,0.025002517467979435,0.011546245074695705,0.023207806424578287,0.03475405149927399,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,324,307849,260299,351278,44848,55175,51253,63097,0.02080565472033369,0.033545666869146895,0.004927740548125836,0.033545666869146895,0.025733395268459525,0.02080565472033369,0.03847340741727273,0.023269524994396606,0.03600953714320981,0.05927906213760642,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,325,308397,130149,175639,27895,34422,30824,38536,0.009497498354393855,0.02116427851113986,0.003842449829278491,0.02116427851113986,0.013339948183672345,0.009497498354393855,0.025006728340418352,0.0114187232690331,0.023085503425779107,0.03450422669481221,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,325,308397,260299,351278,44924,55427,51025,62854,0.01978294211681697,0.034056751524820295,0.004299652720357178,0.034056751524820295,0.02408259483717415,0.01978294211681697,0.03835640424517747,0.02193276847699556,0.03620657788499888,0.05813934636199444,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,326,308127,130149,175639,27605,34043,30607,38315,0.009742735949786932,0.02089398202689151,0.004121677100676027,0.02089398202689151,0.01386441305046296,0.009742735949786932,0.025015659127567536,0.011803574500124946,0.022954820577229522,0.03475839507735447,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,326,308127,260299,351278,44640,55213,50830,62714,0.020089119096995733,0.03431377321688783,0.004254739117312029,0.03431377321688783,0.024343858214307762,0.020089119096995733,0.03856851233419986,0.022216488655651748,0.03644114277554385,0.058657631431195595,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,327,307487,130149,175639,27762,34227,30726,38419,0.009639431910942575,0.021025279117491136,0.003993664772819677,0.021025279117491136,0.013633096683762252,0.009639431910942575,0.025018943890310813,0.011636264297352414,0.023022111503900974,0.03465837580125339,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,327,307487,260299,351278,44728,55099,50925,62876,0.020153697554693373,0.03372825517826769,0.005138428616494356,0.03372825517826769,0.02529212617118773,0.020153697554693373,0.03886668379476205,0.02272291186294055,0.03629746948651487,0.05902038134945542,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,328,307957,130149,175639,27812,34315,30733,38338,0.009485090450939579,0.021116584458219817,0.0035784216627646054,0.021116584458219817,0.013063512113704184,0.009485090450939579,0.024695006120984422,0.011274301282321882,0.02290579528960212,0.034180096571924,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,328,307957,260299,351278,44814,55176,50975,62815,0.020006039804258385,0.033647554691077,0.004799371340804076,0.033647554691077,0.02480541114506246,0.020006039804258385,0.038446926031881073,0.022405725474660423,0.036047240361479035,0.05845296583613946,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,329,307739,130149,175639,27604,34140,30533,38177,0.009517805672989113,0.02123877701558788,0.0036004536311614876,0.02123877701558788,0.0131182593041506,0.009517805672989113,0.024839230646749366,0.011318032488569857,0.023039003831168622,0.03435703631973848,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,329,307739,260299,351278,44914,55322,50770,62864,0.019029112332203585,0.033820867683329064,0.005478668612038107,0.033820867683329064,0.02450778094424169,0.019029112332203585,0.03929953629536717,0.021768446638222638,0.03656020198934812,0.058328648627570756,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,330,307722,130149,175639,27589,34173,30882,38416,0.010701217332527407,0.021395935292244303,0.003087202084998797,0.021395935292244303,0.013788419417526204,0.010701217332527407,0.0244831373772431,0.012244818375026806,0.0229395363347437,0.03518435470977051,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,330,307722,260299,351278,44582,54888,51024,62831,0.02093447982269711,0.03349126809262906,0.004877779294298112,0.03349126809262906,0.025812259116995223,0.02093447982269711,0.038369047386927174,0.023373369469846167,0.03593015773977812,0.059303527209624285,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,331,307501,130149,175639,27719,34152,30766,38284,0.009908910865330522,0.020920257169895387,0.0035284438099388304,0.020920257169895387,0.013437354675269353,0.009908910865330522,0.024448700979834218,0.011673132770299938,0.022684479074864802,0.03435761184516474,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,331,307501,260299,351278,44607,55064,50721,62569,0.019882862169553928,0.03400639347514317,0.004523562524999913,0.03400639347514317,0.02440642469455384,0.019882862169553928,0.038529956000143084,0.022144643432053884,0.03626817473764313,0.05841281816969701,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,332,308459,130149,175639,27851,34280,30843,38438,0.009699830447482488,0.02084231615871153,0.003780080983210088,0.02084231615871153,0.013479911430692576,0.009699830447482488,0.024622397141921618,0.011589870939087532,0.022732356650316574,0.034322227589404106,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,332,308459,260299,351278,44859,55241,50949,62744,0.019743304620711333,0.0336576335914984,0.004580835702637953,0.0336576335914984,0.024324140323349286,0.019743304620711333,0.03823846929413635,0.02203372247203031,0.035948051442817375,0.057981773914847684,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,333,307134,130149,175639,27732,34158,30688,38417,0.009624463589182564,0.020922463810584296,0.0042424479217540445,0.020922463810584296,0.013866911510936608,0.009624463589182564,0.02516491173233834,0.011745687550059586,0.02304368777146132,0.034789375321520905,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,333,307134,260299,351278,44705,55165,50821,62639,0.019913132378701154,0.03405679605644443,0.004421522853217147,0.03405679605644443,0.0243346552319183,0.019913132378701154,0.03847831890966158,0.022123893805309727,0.036267557483053006,0.05839145128836273,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,334,308342,130149,175639,27648,34141,30547,38230,0.009401897892599778,0.021057786483839366,0.0038593509804048798,0.021057786483839366,0.013261248873004658,0.009401897892599778,0.024917137464244246,0.011331573382802218,0.022987461974041806,0.034319035356844024,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,334,308342,260299,351278,44676,55192,50827,62733,0.019948628470983526,0.03410498731927536,0.004507981397279648,0.03410498731927536,0.024456609868263174,0.019948628470983526,0.03861296871655501,0.02220261916962335,0.03635897801791518,0.05856159718753853,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,335,307612,130149,175639,27534,34046,30505,38055,0.009658270808681063,0.021169525246089227,0.0033743807133661957,0.021169525246089227,0.013032651522047259,0.009658270808681063,0.024543905959455423,0.011345461165364161,0.022856715602772325,0.034202176768136486,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,335,307612,260299,351278,44419,54859,50563,62262,0.019973213008595225,0.03393885804194893,0.0040928182255569046,0.03393885804194893,0.02406603123415213,0.019973213008595225,0.03803167626750584,0.022019622121373678,0.035985267154727385,0.05800488927610106,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,336,307840,130149,175639,27934,34376,30869,38459,0.009534173596673592,0.020926455301455302,0.003729209979209974,0.020926455301455302,0.013263383575883567,0.009534173596673592,0.024655665280665276,0.01139877858627858,0.02279106029106029,0.03418983887733887,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,336,307840,260299,351278,44822,55171,51015,62757,0.02011759355509357,0.03361811330561332,0.00452507796257795,0.03361811330561332,0.02464267151767152,0.02011759355509357,0.03814319126819127,0.022380132536382547,0.03588065228690229,0.05826078482328484,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,337,307488,130149,175639,27674,34106,30510,38175,0.009223124154438544,0.020917889478613796,0.00400991258195442,0.020917889478613796,0.013233036736392964,0.009223124154438544,0.024927802060568216,0.011228080445415754,0.022922845769591006,0.03415092621500676,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,337,307488,260299,351278,44707,55218,50639,62460,0.019291809761681766,0.0341834478093454,0.004260328858361945,0.0341834478093454,0.02355213862004371,0.019291809761681766,0.03844377666770735,0.02142197419086274,0.036313612238526374,0.05773558642938911,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,338,307533,130149,175639,27796,34266,30582,38262,0.009059190395827449,0.021038392627783037,0.003934537106586922,0.021038392627783037,0.01299372750241437,0.009059190395827449,0.02497292973436996,0.01102645894912091,0.023005661181076498,0.03403212013019741,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,338,307533,260299,351278,44828,55192,50824,62713,0.019497094620739897,0.0337004484071628,0.0049588174277231944,0.0337004484071628,0.02445591204846309,0.019497094620739897,0.03865926583488599,0.021976503334601494,0.036179857121024395,0.05815636045562589,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,339,307499,130149,175639,27514,34052,30575,38227,0.00995450391708591,0.02126185776213907,0.0036227760090276617,0.02126185776213907,0.013577279926113572,0.00995450391708591,0.02488463377116673,0.011765891921599742,0.0230732457666529,0.03483913768825264,0.0,0.0,0.0,0.0
2024,target_preterm,0.1,339,307499,260299,351278,44620,54940,50771,62636,0.020003317083958,0.033561084751495135,0.005024406583436031,0.033561084751495135,0.02502772366739403,0.020003317083958,0.038585491334931166,0.022515520375676015,0.03607328804321315,0.058588808418889166,0.0,0.0,0.0,0.0
2024,target_preterm,0.05,340,308108,130149,175639,27584,34064,30794,38275,0.010418424708219201,0.021031586326872395,0.0032488607890739513,0.021031586326872395,0.013667285497293152,0.010418424708219201,0.024280447115946346,0.012042855102756177,0.02265601672140937,0.03469887182416555,0.0,0.0,0.0,0.0
