target,feature_set,model,evaluation,bootstrap_method,replicates,confidence_level,nominal_fraction,metric,point_estimate,point_estimate_pp,bootstrap_mean,bootstrap_mean_pp,bootstrap_se,bootstrap_se_pp,ci_lower,ci_upper,ci_lower_pp,ci_upper_pp
target_preterm,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.05,capacity_in_all_cohort,0.023758997495057776,2.375899749505778,0.02375786568512684,2.375786568512684,0.0002567597284135032,0.02567597284135032,0.02329455132515454,0.024258961501523214,2.329455132515454,2.4258961501523215
target_preterm,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.05,shapley_availability,0.011569268748287967,1.1569268748287966,0.011575503638513588,1.157550363851359,0.0003459753956882764,0.03459753956882764,0.010923833999810569,0.012223642665279645,1.0923833999810568,1.2223642665279646
target_preterm,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.05,shapley_capacity,0.022084085531070857,2.208408553107086,0.022074113267965167,2.2074113267965165,0.00018356886913163326,0.018356886913163326,0.021727802717279324,0.02245562179721191,2.1727802717279325,2.245562179721191
target_preterm,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.05,total_topq_contrast,0.033653354279358824,3.3653354279358823,0.03364961690647875,3.3649616906478754,0.0003261819218371276,0.032618192183712764,0.03302159224355445,0.03426162611160124,3.302159224355445,3.426162611160124
target_preterm,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.1,C00_early_Bearly,0.1462899462378012,14.62899462378012,0.14632428480804455,14.632428480804455,0.000599173264948098,0.059917326494809804,0.14510588739947097,0.1475340581469907,14.510588739947098,14.75340581469907
target_preterm,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.1,C10_all_Bearly,0.16521727651063858,16.52172765106386,0.1652453754410423,16.52453754410423,0.0006185602972191472,0.061856029721914715,0.16407089720644397,0.1665006439095508,16.407089720644397,16.65006439095508
target_preterm,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.1,C01_early_Ball,0.1789301025409157,17.89301025409157,0.17899222952174995,17.899222952174995,0.0006817701431670484,0.06817701431670484,0.17775091546115843,0.1802658577756925,17.775091546115842,18.026585777569252
target_preterm,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.1,C11_all_Ball,0.20297952812036923,20.297952812036925,0.20304987817088385,20.304987817088385,0.0006695214492374311,0.0669521449237431,0.20170905080974708,0.20435295804205722,20.17090508097471,20.435295804205722
target_preterm,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.1,availability_main_at_early_budget,0.018927330272837384,1.8927330272837384,0.018921090632997767,1.8921090632997766,0.0004831076063262824,0.04831076063262824,0.017960362232503222,0.01986100194954602,1.7960362232503222,1.9861001949546022
target_preterm,landmark_strict,lightgbm,temporal_evaluation_cohort_2023,paired full-size record-level nonparametric bootstrap; B_early and B_all fixed to observed absolute counts,500,0.95,0.1,capacity_main_in_early_cohort,0.03264015630311451,3.2640156303114507,0.0326679447137054,3.26679447137054,0.00030764211960942724,0.030764211960942724,0.032077437463060514,0.03325216694582684,3.2077437463060514,3.325216694582684
